index,nrLayers,nrNodes,nrEdges,objectiveValue,timeElapsed
1491,10,160,597,455.909,0.064826
1492,10,160,919,132.333,0.0561906
1493,10,160,850,232.181,0.0774039
1494,10,160,839,326.203,0.0449022
1495,10,160,884,427.271,0.0614139
1496,10,160,1105,111.301,0.0576045
1497,10,160,932,272.817,0.0551896
1498,10,160,1192,339.013,0.0571152
1499,10,160,1223,453.827,0.169146
1500,10,160,1399,82.6224,0.0160751
1501,10,160,1177,208.421,0.0248194
1502,10,160,1351,282.432,0.0560441
1503,10,160,1194,399.076,0.0474444
1504,10,160,1689,116.056,0.020838
1505,10,160,1569,273.928,0.0238466
1506,10,160,1544,288.233,0.0538659
1507,10,160,1533,465.973,0.0262493
1508,10,160,1741,78.3817,0.0243439
1509,10,160,1768,203.66,0.0170186
1510,10,160,1835,275.325,0.0230844
1511,10,160,1821,392.045,0.027532
1512,10,180,640,140.606,0.035528
1513,10,180,632,208.659,0.035236
1514,10,180,596,277.357,0.0508245
1515,10,180,570,423.087,0.0554514
1516,10,180,935,135.629,0.042263
1517,10,180,848,260.907,0.0911306
1518,10,180,914,342.399,0.100336
1519,10,180,915,470.576,0.0632637
1520,10,180,1224,108.898,0.0674699
1521,10,180,1139,256.682,0.119787
1522,10,180,1218,351.714,0.130948
1523,10,180,1051,414.858,0.120687
1524,10,180,1561,125.708,0.0778824
1525,10,180,1315,215.042,0.0481605
1526,10,180,1572,290,0.211982
1527,10,180,1479,407.056,0.120792
1528,10,180,1543,123.924,0.0319924
1529,10,180,1577,224.05,0.0809144
1530,10,180,1859,330.731,0.0468494
1531,10,180,1620,422.102,0.0692575
1532,10,180,1670,125.072,0.0388329
1533,10,180,1486,219.38,0.0628718
1534,10,180,1958,288.463,0.0617171
1535,10,180,1540,406.617,0.0769986
1536,10,180,2156,101.557,0.0244965
1537,10,180,2541,242.088,0.0303787
1538,10,180,2641,329.972,0.0428062
1539,10,180,2392,437.25,0.0404218
1540,10,200,753,153.392,0.0410411
1541,10,200,583,295.364,0.0605395
1542,10,200,654,295.035,0.0607015
1543,10,200,642,372.744,0.0758119
1544,10,200,1068,160.362,0.0648424
1545,10,200,872,198.086,0.0789497
1546,10,200,1166,307.756,0.129308
1547,10,200,1080,393.141,0.119617
1548,10,200,1616,152.464,0.0773706
1549,10,200,1410,182.176,0.0739522
1550,10,200,1213,334.47,0.207994
1551,10,200,1508,366.131,0.0984932
1552,10,200,1756,135.616,0.0683239
1553,10,200,1627,243.462,0.0927536
1554,10,200,1915,307.872,0.0941447
1555,10,200,1964,417.744,0.113476
1556,10,200,1668,137.963,0.0578042
1557,10,200,2169,232.268,0.0548397
1558,10,200,2380,326.031,0.0840472
1559,10,200,1908,424.503,0.262145
1560,10,200,2550,114.687,0.0478756
1561,10,200,2467,202.108,0.0735223
1562,10,200,2538,345.953,0.0448842
1563,10,200,2660,404.129,0.0893991
1564,10,200,3247,112.466,0.0343468
1565,10,200,3278,160.021,0.0374297
1566,10,200,2675,317.979,0.0593207
1567,10,200,3503,374.172,0.0848233
